"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
313,http://www.wikidata.org/entity/Q104530956,,journalist,NA,NA,NA,NA,313,
314,http://www.wikidata.org/entity/Q104532419,,urban-planner,NA,sociology,globalization,urbanism,314,
315,http://www.wikidata.org/entity/Q104539544,,political-scientist,NA,sociology,political-science,history,315,
316,http://www.wikidata.org/entity/Q104563925,,university-teacher,NA,sociology,political-science,NA,316,
317,http://www.wikidata.org/entity/Q104566213,,researcher,NA,sociology,popular-music,NA,317,
318,http://www.wikidata.org/entity/Q1045715,,university-teacher,NA,NA,NA,NA,318,
319,http://www.wikidata.org/entity/Q104574369,,university-teacher,NA,social-justice,public-administration,climate-change,319,
320,http://www.wikidata.org/entity/Q104585703,,NA,NA,NA,NA,NA,320,
321,http://www.wikidata.org/entity/Q104585808,,university-teacher,NA,gender,social-inequality,feminism,321,
322,http://www.wikidata.org/entity/Q104586771,,university-teacher,NA,sociology,political-sociology,social-research,322,
323,http://www.wikidata.org/entity/Q104587019,,NA,NA,NA,NA,NA,323,
324,http://www.wikidata.org/entity/Q104587540,,political-scientist,NA,political-science,NA,NA,324,
325,http://www.wikidata.org/entity/Q104591547,,university-teacher,NA,NA,NA,NA,325,
326,http://www.wikidata.org/entity/Q104599,,university-teacher,NA,economics,social-philosophy,economics-and-politics,326,
327,http://www.wikidata.org/entity/Q104617080,,university-teacher,NA,NA,NA,NA,327,
328,http://www.wikidata.org/entity/Q104620232,,NA,NA,NA,NA,NA,328,
329,http://www.wikidata.org/entity/Q104622799,,university-teacher,NA,NA,NA,NA,329,
330,http://www.wikidata.org/entity/Q104625352,,NA,NA,NA,NA,NA,330,
331,http://www.wikidata.org/entity/Q104631127,,philosopher,NA,philosophy,sociology-of-culture,NA,331,
332,http://www.wikidata.org/entity/Q104631133,,opinion-journalist,NA,NA,NA,NA,332,
333,http://www.wikidata.org/entity/Q104632602,,university-teacher,NA,social-science,mass-communication,social-network,333,
334,http://www.wikidata.org/entity/Q104649898,,writer,NA,NA,NA,NA,334,
335,http://www.wikidata.org/entity/Q104665645,,university-teacher,NA,sociology,NA,NA,335,
336,http://www.wikidata.org/entity/Q104670577,,NA,NA,NA,NA,NA,336,
337,http://www.wikidata.org/entity/Q104673066,,NA,NA,NA,NA,NA,337,
338,http://www.wikidata.org/entity/Q104683863,,business-consultant,NA,NA,NA,NA,338,
339,http://www.wikidata.org/entity/Q104705928,,NA,NA,NA,NA,NA,339,
340,http://www.wikidata.org/entity/Q104722929,,NA,NA,NA,NA,NA,340,
341,http://www.wikidata.org/entity/Q1047237,,writer,NA,NA,NA,NA,341,
342,http://www.wikidata.org/entity/Q104733693,,NA,NA,NA,NA,NA,342,
343,http://www.wikidata.org/entity/Q104759560,,NA,NA,NA,NA,NA,343,
344,http://www.wikidata.org/entity/Q104764780,,university-teacher,NA,NA,NA,NA,344,
345,http://www.wikidata.org/entity/Q104765,,university-teacher,NA,sociology,political-science,history,345,
346,http://www.wikidata.org/entity/Q104771219,,university-teacher,NA,NA,NA,NA,346,
347,http://www.wikidata.org/entity/Q104773740,,NA,NA,NA,NA,NA,347,
348,http://www.wikidata.org/entity/Q104781158,,university-teacher,NA,intercultural-relations,NA,NA,348,
349,http://www.wikidata.org/entity/Q104786104,,university-teacher,NA,sociology-of-culture,political-sociology,sociological-theory,349,
350,http://www.wikidata.org/entity/Q104798034,,NA,NA,NA,NA,NA,350,
351,http://www.wikidata.org/entity/Q104804816,,NA,NA,NA,NA,NA,351,
352,http://www.wikidata.org/entity/Q104810908,,university-teacher,NA,sociology,sociology-of-religion,social-research,352,
353,http://www.wikidata.org/entity/Q104814840,,NA,NA,NA,NA,NA,353,
354,http://www.wikidata.org/entity/Q104833312,,NA,NA,NA,NA,NA,354,
355,http://www.wikidata.org/entity/Q104836601,,NA,NA,sociology,NA,NA,355,
356,http://www.wikidata.org/entity/Q104840171,,NA,NA,sociology,sexuality,health,356,
357,http://www.wikidata.org/entity/Q104840180,,university-teacher,NA,sociology,social-policy,gender,357,
358,http://www.wikidata.org/entity/Q104840777,,university-teacher,NA,sociology,political-science,international-relations,358,
359,http://www.wikidata.org/entity/Q104844681,,ethnologist,NA,NA,NA,NA,359,
360,http://www.wikidata.org/entity/Q104848214,,NA,NA,NA,NA,NA,360,
361,http://www.wikidata.org/entity/Q104854048,,university-teacher,NA,sociology,sociology-of-youth,social-stratification,361,
362,http://www.wikidata.org/entity/Q104854187,,psychologist,NA,NA,NA,NA,362,
363,http://www.wikidata.org/entity/Q104884186,,NA,NA,NA,NA,NA,363,
364,http://www.wikidata.org/entity/Q104884396,,university-teacher,NA,NA,NA,NA,364,
365,http://www.wikidata.org/entity/Q104895707,,university-teacher,NA,NA,NA,NA,365,
366,http://www.wikidata.org/entity/Q104896776,,NA,NA,NA,NA,NA,366,
367,http://www.wikidata.org/entity/Q1049032,,NA,NA,NA,NA,NA,367,
368,http://www.wikidata.org/entity/Q104903439,,research-fellow,NA,NA,NA,NA,368,
369,http://www.wikidata.org/entity/Q104922938,,university-teacher,NA,sociology,ethnography,religious-studies,369,
370,http://www.wikidata.org/entity/Q105028,,university-teacher,NA,NA,NA,NA,370,
371,http://www.wikidata.org/entity/Q105047339,,NA,NA,NA,NA,NA,371,
372,http://www.wikidata.org/entity/Q105061312,,NA,NA,NA,NA,NA,372,
373,http://www.wikidata.org/entity/Q105061361,,university-teacher,NA,social-work,corrections,penology,373,
374,http://www.wikidata.org/entity/Q105080915,,university-teacher,NA,education,NA,NA,374,
375,http://www.wikidata.org/entity/Q105087554,,university-teacher,NA,NA,NA,NA,375,
376,http://www.wikidata.org/entity/Q105099994,,ethnologist,NA,NA,NA,NA,376,
377,http://www.wikidata.org/entity/Q105103645,,NA,NA,NA,NA,NA,377,
378,http://www.wikidata.org/entity/Q105177095,,NA,NA,NA,NA,NA,378,
379,http://www.wikidata.org/entity/Q105184059,,university-teacher,NA,sociology-of-disaster,NA,NA,379,
380,http://www.wikidata.org/entity/Q1051894,,university-teacher,NA,NA,NA,NA,380,
381,http://www.wikidata.org/entity/Q105201920,,university-teacher,NA,sociology,NA,NA,381,
382,http://www.wikidata.org/entity/Q105212289,,NA,NA,NA,NA,NA,382,
383,http://www.wikidata.org/entity/Q105223151,,university-teacher,NA,sociology,political-science,political-philosophy,383,
384,http://www.wikidata.org/entity/Q105226591,,university-teacher,NA,sociology-of-scientific-knowledge,philosophy-of-science,history-of-science,384,
385,http://www.wikidata.org/entity/Q105243853,,scientist,NA,NA,NA,NA,385,
386,http://www.wikidata.org/entity/Q105273197,,professor,NA,NA,NA,NA,386,
387,http://www.wikidata.org/entity/Q105296809,,NA,NA,NA,NA,NA,387,
388,http://www.wikidata.org/entity/Q105300796,,university-teacher,NA,NA,NA,NA,388,
389,http://www.wikidata.org/entity/Q105300902,,writer,NA,NA,NA,NA,389,
390,http://www.wikidata.org/entity/Q105303949,,NA,NA,sociology,economy,NA,390,
391,http://www.wikidata.org/entity/Q105306875,,university-teacher,NA,sociology,demography,statistics,391,
392,http://www.wikidata.org/entity/Q105307057,,NA,NA,NA,NA,NA,392,
393,http://www.wikidata.org/entity/Q105311659,,NA,NA,feminist-sociology,NA,NA,393,
394,http://www.wikidata.org/entity/Q105312273,,economist,NA,sociology,economics,NA,394,
395,http://www.wikidata.org/entity/Q105320035,,NA,NA,sociology,social-research,NA,395,
396,http://www.wikidata.org/entity/Q105333919,,university-teacher,NA,sociology,political-science,NA,396,
397,http://www.wikidata.org/entity/Q105364750,,university-teacher,NA,sociology,criminology,NA,397,
398,http://www.wikidata.org/entity/Q105372361,,NA,NA,NA,NA,NA,398,
399,http://www.wikidata.org/entity/Q105382130,,NA,NA,NA,NA,NA,399,
400,http://www.wikidata.org/entity/Q105382464,,university-teacher,NA,sociology,mass-media,culturology,400,
401,http://www.wikidata.org/entity/Q105382706,,university-teacher,NA,organizational-behavior-studies,business-management,NA,401,
402,http://www.wikidata.org/entity/Q105393388,,university-teacher,NA,NA,NA,NA,402,
403,http://www.wikidata.org/entity/Q105393591,,NA,NA,NA,NA,NA,403,
404,http://www.wikidata.org/entity/Q105395233,,researcher,NA,gender,education,ethnicity,404,
405,http://www.wikidata.org/entity/Q105395311,,NA,NA,NA,NA,NA,405,
406,http://www.wikidata.org/entity/Q105395425,,university-teacher,NA,sociology,gender,ethnicity,406,
407,http://www.wikidata.org/entity/Q105397723,,NA,NA,NA,NA,NA,407,
408,http://www.wikidata.org/entity/Q105402768,,university-teacher,NA,sociology,sociology-of-work,NA,408,
409,http://www.wikidata.org/entity/Q105425841,,university-teacher,NA,sociology,gender-studies,cultural-history,409,
410,http://www.wikidata.org/entity/Q105426459,,criminologist,NA,NA,NA,NA,410,
411,http://www.wikidata.org/entity/Q105427144,,NA,NA,NA,NA,NA,411,
412,http://www.wikidata.org/entity/Q105427257,,NA,NA,NA,NA,NA,412,
413,http://www.wikidata.org/entity/Q105427361,,NA,NA,NA,NA,NA,413,
414,http://www.wikidata.org/entity/Q105429443,,university-teacher,NA,NA,NA,NA,414,
415,http://www.wikidata.org/entity/Q105444267,,urban-planner,NA,NA,NA,NA,415,
416,http://www.wikidata.org/entity/Q105451088,,writer,NA,NA,NA,NA,416,
417,http://www.wikidata.org/entity/Q105452991,,university-teacher,NA,sociology,NA,NA,417,
418,http://www.wikidata.org/entity/Q105479852,,psychologist,NA,NA,NA,NA,418,
419,http://www.wikidata.org/entity/Q105488943,,university-teacher,NA,sociology,dance,boomerang,419,
420,http://www.wikidata.org/entity/Q105489273,,NA,NA,NA,NA,NA,420,
421,http://www.wikidata.org/entity/Q105497781,,NA,NA,NA,NA,NA,421,
422,http://www.wikidata.org/entity/Q105514871,,university-teacher,NA,pedagogy,education,sociology-of-education,422,
423,http://www.wikidata.org/entity/Q105530478,,lecturer,NA,social-policy,sociology-of-the-family,NA,423,
424,http://www.wikidata.org/entity/Q1055384,,politician,NA,law,sociology-of-law,philosophy-of-law,424,
425,http://www.wikidata.org/entity/Q105550678,,NA,NA,NA,NA,NA,425,
426,http://www.wikidata.org/entity/Q105550823,,historian-of-pedagogy,NA,NA,NA,NA,426,
427,http://www.wikidata.org/entity/Q1055523,,literary-historian,NA,NA,NA,NA,427,
428,http://www.wikidata.org/entity/Q105569527,,university-teacher,NA,NA,NA,NA,428,
429,http://www.wikidata.org/entity/Q105585396,,university-teacher,NA,physical-education,NA,NA,429,
430,http://www.wikidata.org/entity/Q105617150,,university-teacher,NA,NA,NA,NA,430,
431,http://www.wikidata.org/entity/Q105619916,,university-teacher,NA,NA,NA,NA,431,
432,http://www.wikidata.org/entity/Q105620824,,university-teacher,NA,NA,NA,NA,432,
433,http://www.wikidata.org/entity/Q105620885,,NA,NA,NA,NA,NA,433,
434,http://www.wikidata.org/entity/Q105631611,,NA,NA,NA,NA,NA,434,
435,http://www.wikidata.org/entity/Q105646335,,university-teacher,NA,sociology-of-culture,sociology-of-sport,NA,435,
436,http://www.wikidata.org/entity/Q105658000,,NA,NA,NA,NA,NA,436,
437,http://www.wikidata.org/entity/Q105659041,,activist,NA,NA,NA,NA,437,
438,http://www.wikidata.org/entity/Q1056596,,economist,NA,NA,NA,NA,438,
439,http://www.wikidata.org/entity/Q105661,,university-teacher,NA,NA,NA,NA,439,
440,http://www.wikidata.org/entity/Q10567233,,anthropologist,NA,NA,NA,NA,440,
441,http://www.wikidata.org/entity/Q105672609,,university-teacher,NA,NA,NA,NA,441,
442,http://www.wikidata.org/entity/Q105674313,,lecturer,NA,NA,NA,NA,442,
443,http://www.wikidata.org/entity/Q105677319,,university-teacher,NA,sociology,economics,corrections,443,
444,http://www.wikidata.org/entity/Q105681843,,chemist,NA,NA,NA,NA,444,
445,http://www.wikidata.org/entity/Q105687200,,NA,NA,NA,NA,NA,445,
446,http://www.wikidata.org/entity/Q105695863,,author,NA,NA,NA,NA,446,
447,http://www.wikidata.org/entity/Q105711164,,NA,NA,NA,NA,NA,447,
448,http://www.wikidata.org/entity/Q105711246,,NA,NA,NA,NA,NA,448,
449,http://www.wikidata.org/entity/Q105715316,,documentary-filmmaker,NA,NA,NA,NA,449,
450,http://www.wikidata.org/entity/Q105715839,,NA,NA,NA,NA,NA,450,
451,http://www.wikidata.org/entity/Q105715957,,author,NA,NA,NA,NA,451,
452,http://www.wikidata.org/entity/Q105717806,,NA,NA,NA,NA,NA,452,
453,http://www.wikidata.org/entity/Q105718318,,NA,NA,NA,NA,NA,453,
454,http://www.wikidata.org/entity/Q105721670,,police-officer,NA,NA,NA,NA,454,
455,http://www.wikidata.org/entity/Q105723397,,university-teacher,NA,sociology,anthropology,social-science,455,
456,http://www.wikidata.org/entity/Q105724766,,writer,NA,NA,NA,NA,456,
457,http://www.wikidata.org/entity/Q105725105,,NA,NA,NA,NA,NA,457,
458,http://www.wikidata.org/entity/Q105741,,university-teacher,NA,sociology,psychology,NA,458,
459,http://www.wikidata.org/entity/Q105745238,,NA,NA,NA,NA,NA,459,
460,http://www.wikidata.org/entity/Q105753823,,NA,NA,NA,NA,NA,460,
461,http://www.wikidata.org/entity/Q105756671,,university-teacher,NA,economic-sociology,historical-sociology,comparative-sociology,461,
462,http://www.wikidata.org/entity/Q105759674,,NA,NA,NA,NA,NA,462,
463,http://www.wikidata.org/entity/Q105760571,,NA,NA,NA,NA,NA,463,
464,http://www.wikidata.org/entity/Q105760970,,university-teacher,NA,sociology,NA,NA,464,
465,http://www.wikidata.org/entity/Q105761380,,NA,NA,NA,NA,NA,465,
466,http://www.wikidata.org/entity/Q105762094,,NA,NA,NA,NA,NA,466,
467,http://www.wikidata.org/entity/Q105773248,,NA,NA,NA,NA,NA,467,
468,http://www.wikidata.org/entity/Q105773408,,NA,NA,NA,NA,NA,468,
469,http://www.wikidata.org/entity/Q105783854,,NA,NA,NA,NA,NA,469,
470,http://www.wikidata.org/entity/Q105788720,,NA,NA,NA,NA,NA,470,
471,http://www.wikidata.org/entity/Q105799214,,university-teacher,NA,communication,intercultural-communication,ethnocentrism,471,
472,http://www.wikidata.org/entity/Q105810627,,NA,NA,NA,NA,NA,472,
473,http://www.wikidata.org/entity/Q105816030,,demographer,NA,NA,NA,NA,473,
474,http://www.wikidata.org/entity/Q105816279,,university-teacher,NA,NA,NA,NA,474,
475,http://www.wikidata.org/entity/Q105820980,,NA,NA,NA,NA,NA,475,
476,http://www.wikidata.org/entity/Q105822443,,academic,NA,sociology,NA,NA,476,
477,http://www.wikidata.org/entity/Q105822485,,university-teacher,NA,sociology,history,social-history,477,
478,http://www.wikidata.org/entity/Q105822490,,NA,NA,NA,NA,NA,478,
479,http://www.wikidata.org/entity/Q105833887,,ethnologist,NA,NA,NA,NA,479,
480,http://www.wikidata.org/entity/Q105836601,,NA,NA,NA,NA,NA,480,
481,http://www.wikidata.org/entity/Q105840008,,catholic-priest,NA,NA,NA,NA,481,
482,http://www.wikidata.org/entity/Q105840047,,writer,NA,economics,business-administration,NA,482,
483,http://www.wikidata.org/entity/Q105840219,,women's-rights-activist,NA,NA,NA,NA,483,
484,http://www.wikidata.org/entity/Q10585168,,university-teacher,NA,NA,NA,NA,484,
485,http://www.wikidata.org/entity/Q105857711,,NA,NA,organization,work,NA,485,
486,http://www.wikidata.org/entity/Q105876,,university-teacher,NA,NA,NA,NA,486,
487,http://www.wikidata.org/entity/Q105882381,,NA,NA,NA,NA,NA,487,
488,http://www.wikidata.org/entity/Q105882856,,NA,NA,NA,NA,NA,488,
489,http://www.wikidata.org/entity/Q1058961,,university-teacher,NA,NA,NA,NA,489,
490,http://www.wikidata.org/entity/Q105899958,,professor,NA,NA,NA,NA,490,
491,http://www.wikidata.org/entity/Q105906305,,NA,NA,NA,NA,NA,491,
492,http://www.wikidata.org/entity/Q105907060,,NA,NA,NA,NA,NA,492,
493,http://www.wikidata.org/entity/Q105910698,,NA,NA,NA,NA,NA,493,
494,http://www.wikidata.org/entity/Q105913460,,NA,NA,childhood,school,NA,494,
495,http://www.wikidata.org/entity/Q105916051,,researcher,NA,gender-studies,family,gender-equality,495,
496,http://www.wikidata.org/entity/Q105923422,,NA,NA,NA,NA,NA,496,
497,http://www.wikidata.org/entity/Q105925079,,university-teacher,NA,sociology,NA,NA,497,
498,http://www.wikidata.org/entity/Q105945764,,university-teacher,NA,sociology,human-migration,refugee,498,
499,http://www.wikidata.org/entity/Q105953812,,historian,NA,NA,NA,NA,499,
500,http://www.wikidata.org/entity/Q105965417,,university-teacher,NA,history-of-africa,NA,NA,500,
501,http://www.wikidata.org/entity/Q105965475,,university-teacher,NA,education,sociology-of-education,education-policy,501,
502,http://www.wikidata.org/entity/Q105967634,,NA,NA,NA,NA,NA,502,
503,http://www.wikidata.org/entity/Q105972499,,scientist,NA,sociology,sociology-of-scientific-knowledge,NA,503,
504,http://www.wikidata.org/entity/Q105973258,,NA,NA,NA,NA,NA,504,
505,http://www.wikidata.org/entity/Q105989565,,university-teacher,NA,NA,NA,NA,505,
506,http://www.wikidata.org/entity/Q105992250,,NA,NA,sociology-of-culture,NA,NA,506,
507,http://www.wikidata.org/entity/Q106008843,,NA,NA,NA,NA,NA,507,
508,http://www.wikidata.org/entity/Q106049109,,researcher,NA,gender,women's-studies,NA,508,
509,http://www.wikidata.org/entity/Q106072121,,curator,NA,NA,NA,NA,509,
510,http://www.wikidata.org/entity/Q106075805,,writer,NA,NA,NA,NA,510,
511,http://www.wikidata.org/entity/Q106076829,,journalist,NA,NA,NA,NA,511,
512,http://www.wikidata.org/entity/Q106078415,,demographer,NA,NA,NA,NA,512,
513,http://www.wikidata.org/entity/Q106080483,,NA,NA,sociology,kibbutz,NA,513,
514,http://www.wikidata.org/entity/Q10609494,,university-teacher,NA,social-history,economic-history,military-history,514,
515,http://www.wikidata.org/entity/Q106107416,,university-teacher,NA,social-policy,NA,NA,515,
516,http://www.wikidata.org/entity/Q106112201,,university-teacher,NA,NA,NA,NA,516,
517,http://www.wikidata.org/entity/Q106121000,,pedagogue,NA,NA,NA,NA,517,
518,http://www.wikidata.org/entity/Q106121134,,NA,NA,NA,NA,NA,518,
519,http://www.wikidata.org/entity/Q106122320,,writer,NA,sociology,literature,literary-activity,519,
520,http://www.wikidata.org/entity/Q106122537,,political-scientist,NA,game-theory,nuclear-deterrent,NA,520,
521,http://www.wikidata.org/entity/Q106133888,,jurist,NA,NA,NA,NA,521,
522,http://www.wikidata.org/entity/Q106144942,,university-teacher,NA,sociology,NA,NA,522,
523,http://www.wikidata.org/entity/Q106161,,university-teacher,NA,NA,NA,NA,523,
524,http://www.wikidata.org/entity/Q106162833,,politician,NA,sociology,politics,NA,524,
525,http://www.wikidata.org/entity/Q1061645,,writer,NA,NA,NA,NA,525,
526,http://www.wikidata.org/entity/Q1061844,,writer,NA,amateur-astronomy,NA,NA,526,
527,http://www.wikidata.org/entity/Q106192224,,university-teacher,NA,social-pedagogy,NA,NA,527,
528,http://www.wikidata.org/entity/Q106201399,,NA,NA,NA,NA,NA,528,
529,http://www.wikidata.org/entity/Q106206103,,university-teacher,NA,sociology,history,human-migration,529,
530,http://www.wikidata.org/entity/Q106209540,,university-teacher,NA,NA,NA,NA,530,
531,http://www.wikidata.org/entity/Q106215513,,university-teacher,NA,sociology,cultural-studies,NA,531,
532,http://www.wikidata.org/entity/Q106224682,,NA,NA,NA,NA,NA,532,
533,http://www.wikidata.org/entity/Q106240292,,politician,NA,NA,NA,NA,533,
